2.81153,0.458161
-1.29092,2.42398
-1.04466,2.50095
-2.06203,2.71014
-1.50424,2.86609
-2.18961,2.65169
-1.47732,3.04731
-2.07888,2.57316
-1.55476,2.66578
-1.6465,2.82934
-1.05783,3.05641
-1.61281,3.11874
-1.45592,3.15652
-1.68431,2.68693
-1.41082,2.78256
-1.91334,2.87428
-1.17393,3.03756
-1.61318,3.1296
-1.29314,3.27114
-1.31116,3.14721
-1.76354,3.03101
-2.19777,2.52628
-1.66076,2.84446
-2.1538,2.73386
-1.72397,2.99769
-1.86187,3.22339
-1.53429,3.32784
-2.17843,3.0735
-1.52419,3.46986
-1.6877,3.47115
-1.46746,3.08671
-1.14907,3.28124
-2.01443,2.84107
-1.28646,2.97896
-1.31239,3.11574
-1.15586,3.14557
-1.81872,2.62956
-1.1237,2.92981
-1.14267,2.77564
-1.77547,2.1866
-1.15993,2.74178
-1.70809,2.19151
-1.08989,2.75843
-1.6488,2.29189
-1.2824,2.59469
-1.40646,2.52735
-1.14533,2.69539
-1.75051,2.16531
-1.14363,2.69349
-1.43168,2.01093
-1.01268,2.17845
-1.21289,2.17892
-1.10143,2.2796
-1.16879,2.46098
-1.61627,2.1714
-1.00481,2.7244
-1.47832,2.4047
-1.23086,2.54457
-1.35633,2.50006
-1.51184,2.1946
-1.04164,2.5084
-1.23414,2.47857
-1.15623,2.5831
-1.02594,2.62848
-1.24912,2.32798
-1.01414,2.37123
-1.65165,1.83391
-1.12862,2.35458
-1.59098,1.98027
-1.15952,2.33622
-1.34153,2.21282
-1.00412,2.28494
-1.29698,2.23877
-1.06852,2.3304
-1.52996,2.03744
-1.0891,2.37262
-1.40337,2.28595
-1.1679,2.42366
-1.58722,1.96999
-1.03265,2.47033
-1.25965,2.31188
-1.14279,2.36255
-1.37173,2.27416
-1.02199,2.38832
-1.61261,2.02569
-1.1688,2.41462
-1.15061,2.53448
-1.0216,2.62591
-1.40295,2.24954
-1.04681,2.49975
-1.76566,2.12024
-1.16983,2.65023
-1.28698,2.56172
-1.02394,2.69919
-1.42545,2.30761
-1.07376,2.38064
-1.1776,2.41866
-1.05392,2.52869
-1.31762,2.05613
-1.00331,2.13377
-1.19707,2.25919
-1.08265,2.31737
-1.6582,2.19943
-1.07439,2.47067
-1.47536,1.83004
-1.0735,2.19078
-1.53614,2.20413
-1.07711,2.38555
-1.05639,2.61693
-1.15448,2.6529
-1.01174,2.73559
-1.27908,2.5676
-1.52568,2.3449
-1.15896,2.54494
-1.28837,2.13131
-1.07158,2.20419
-1.55828,2.12802
-1.11981,2.25544
-1.76586,2.01555
-1.20336,2.48769
-1.43905,2.10577
-1.01367,2.14571
-1.13098,2.21132
-1.01948,2.24853
-1.39259,2.24311
-1.16659,2.27645
-1.49801,2.30225
-1.15031,2.33241
-1.4314,2.21807
-1.08684,2.376
-1.34285,3.65109
-1.15915,3.69666
-1.00887,4.05691
-0.369922,4.46322
-1.59383,3.74288
-0.573648,4.42142
-1.40156,3.8236
-0.599947,4.19212
0.0455285,4.37476
-0.768091,4.22217
-0.331966,4.50072
-0.191843,4.27479
0.023811,4.35124
-0.385357,4.25542
0.0537211,4.5265
-1.01787,3.93575
-0.396113,4.35539
-2.46017,3.19986
-1.61954,3.52354
-1.18932,3.1734
-1.02807,3.27663
-1.29299,3.27752
-1.1262,3.39426
-1.11498,3.5167
-1.13232,3.28107
-1.69545,3.40141
-1.34804,3.54652
-1.36474,3.43531
-1.52292,3.4997
-1.35744,3.4946
-1.95667,3.5141
-1.60101,3.59849
-2.1529,3.28784
-1.46325,3.6083
-2.1291,3.4219
-1.24469,3.64976
-1.41288,3.73595
-1.41033,3.76558
-1.76511,3.75348
-1.57411,3.8864
-1.45387,3.24299
-1.12146,3.40519
0.314024,4.69384
0.788215,4.78903
0.715659,4.8012
0.551421,4.80202
0.449429,4.34176
0.66876,4.43142
-0.751667,4.35564
0.416245,4.98848
0.372769,4.63514
-0.527497,4.51677
0.64961,4.89661
0.474042,4.60363
-0.300789,4.6464
0.174239,4.85397
-1.40321,3.88243
-0.807498,4.05913
-1.77538,3.65275
-1.20226,3.98938
-1.37798,3.9894
-0.971408,4.14168
-1.58954,3.78116
-1.2052,3.90517
-0.968002,4.21847
-1.17565,4.10365
-0.75365,4.33658
-0.796841,4.24049
-2.77075,2.84873
-2.01932,3.16167
-1.86135,3.2683
-1.78581,3.54383
-1.96752,3.36805
-2.29693,3.32976
-1.95634,3.48186
-1.7813,3.53359
-1.80068,3.39325
4.39687,1.98986
4.8748,1.82689
4.05628,3.07245
4.53204,3.27054
4.27588,2.5604
4.91184,2.52125
4.40386,2.55821
4.95042,2.83488
3.95508,3.11228
4.71876,2.98876
4.48819,2.7454
4.75914,2.67236
3.90122,2.4017
4.52569,2.59206
4.77098,2.60462
4.90022,2.56476
4.14236,2.68395
4.84602,2.9438
4.3452,2.46492
4.5955,2.54081
3.62417,2.47521
4.27571,2.73606
4.0176,2.86316
4.45024,2.90361
4.23025,2.86795
4.37343,2.85902
4.6263,2.77905
4.90098,2.71315
4.05243,3.40151
4.94507,3.7378
4.27936,3.34276
4.96932,3.55507
4.39189,3.46231
4.92744,3.6778
4.57269,3.51952
4.92844,3.59464
4.74996,3.57101
4.9298,3.62258
4.4317,3.32012
4.59816,3.33803
3.55626,3.13661
4.35647,3.26039
4.56541,3.47821
4.57954,3.62623
4.6873,3.25532
4.84972,3.24147
4.21059,3.09987
4.83344,3.12477
4.27147,3.21529
4.93073,3.37498
4.76786,3.38778
4.12112,3.2489
4.76978,3.2332
4.60542,3.20555
4.6197,3.41194
4.78968,3.38669
4.76539,3.18871
4.96174,3.42771
4.98022,3.12992
4.34442,3.07651
4.95712,3.04599
4.90973,3.43941
4.73626,3.42364
4.91263,3.47843
4.39448,3.01763
4.69997,3.09164
3.79627,2.98453
4.5756,3.24802
4.65427,3.11964
4.89505,3.33126
4.57916,3.12452
4.4508,3.34424
4.78291,3.29651
4.03856,0.765463
4.18211,0.667715
4.15417,0.775522
3.90783,0.974914
4.00005,0.86844
4.2017,0.534423
4.31074,0.555519
4.11419,1.08882
4.47595,0.573554
4.55749,0.512577
4.10294,0.974868
4.11586,0.780363
4.17053,0.550472
4.2821,0.564703
4.16794,0.755466
4.30926,0.655524
4.26948,0.596286
4.10861,0.634387
4.13924,0.590479
3.86371,1.04432
4.0192,1.02795
3.74605,1.7465
4.19389,1.83389
4.00601,2.12339
4.5683,2.37442
4.00589,1.77527
4.18486,1.80373
3.89977,1.98296
4.10028,2.027
4.36655,2.34804
4.48393,2.34714
4.31104,2.12903
4.49592,1.97193
4.29794,2.00282
4.39738,1.97431
4.21922,2.14017
4.22011,2.38051
4.57949,2.40968
4.46923,2.49633
3.91854,1.70233
4.08787,1.68366
3.99742,1.60482
4.15333,1.51222
3.76771,1.38738
3.96786,1.2792
4.2271,1.45487
4.29835,1.39489
3.83219,1.69867
4.25509,1.68068
4.33238,1.74433
4.28156,1.92843
4.56206,1.80901
4.43595,1.65973
4.52451,1.5181
4.09836,1.98828
4.47628,1.78567
4.56484,2.28291
4.8997,2.17916
4.35143,2.22519
4.88929,2.07059
4.70526,2.12176
4.78242,2.07982
4.57615,2.26863
4.80624,2.33278
4.46272,2.22599
4.69003,2.32018
4.5843,2.47446
4.70696,2.43138
4.7916,2.25128
4.88537,1.0109
4.98856,1.05272
4.98164,0.913413
4.72895,1.07339
4.98966,1.00908
4.83648,1.07684
4.9878,0.938722
4.62949,1.32471
4.8751,1.12706
4.37168,1.38242
4.43986,1.34446
4.76252,1.33541
4.2688,1.03384
4.52343,1.00055
4.16425,1.6186
4.53525,1.34175
4.57646,1.34655
4.71124,1.34867
4.71113,1.72122
4.97337,1.7746
4.96467,0.805972
4.8371,1.08932
4.36537,1.73385
4.79975,1.73761
4.47853,1.06243
4.84047,1.67626
4.92282,1.61709
4.60971,1.46256
4.96473,1.37322
4.46577,1.54554
4.61544,1.44675
1.35673,1.94731
1.45529,1.99481
1.28842,1.45338
1.68446,1.71597
1.60675,1.53805
1.68467,1.57884
1.44006,1.53187
1.59343,1.53496
1.59864,1.63995
1.41508,1.58089
1.57665,1.65036
1.49421,1.64159
1.57551,1.61024
1.46757,1.76023
1.72625,1.6868
1.4629,1.72977
1.7194,1.68845
1.29364,1.69817
1.69996,1.54643
1.31488,1.66919
1.56811,1.70642
1.20279,1.51994
1.52317,1.68396
1.51653,1.6167
1.33073,1.62752
1.49939,1.74589
1.20461,1.73084
1.45868,1.65473
1.21492,1.66262
1.46474,1.66713
1.46675,1.68585
1.5512,1.69196
1.1761,1.85841
1.63488,1.80714
1.19806,1.72629
1.62585,1.69186
1.5491,1.7825
1.58546,1.65983
1.66959,1.70525
1.49179,1.74602
1.57878,1.73334
1.63407,1.69895
1.71961,1.72268
1.55611,1.65284
1.64026,1.71291
1.13409,1.88416
1.58977,1.75533
1.58017,1.6978
1.83016,1.63359
1.82196,1.63368
1.4037,1.7571
1.74466,1.64875
1.3984,1.79
1.74616,1.6838
1.56717,1.21755
1.69073,1.2535
1.48709,1.37804
1.68736,1.29028
1.62564,1.39253
1.25142,1.12347
1.55747,1.32575
1.52093,1.19384
1.77617,1.35906
1.71238,1.34297
1.77895,1.31956
1.36937,1.30222
1.56936,1.36393
1.54121,1.13612
1.72214,1.27679
1.50385,1.27489
1.70626,1.42433
1.54297,1.38756
1.6836,1.42472
1.46932,1.48817
1.6161,1.44656
1.63155,1.27858
1.47405,1.32953
1.67205,1.3092
1.30402,1.44436
1.58565,1.36899
1.24894,1.46599
1.39373,1.42908
1.25779,1.2517
1.53335,1.50543
1.17592,1.43577
1.53753,1.45447
1.24133,1.25839
1.51201,1.4492
1.22071,1.54686
1.45687,1.60123
1.52276,1.47056
1.59551,1.43911
1.28395,1.40503
1.5668,1.4218
1.23406,1.529
1.53185,1.44575
1.23353,1.56669
1.53604,1.45494
1.2892,1.60865
1.52356,1.51415
0.960374,1.40699
1.33412,1.58282
1.4122,1.63133
1.06698,1.51092
1.37343,1.55206
1.38829,1.55526
1.45189,1.64497
1.43362,1.30881
1.49906,1.30884
1.10441,1.42432
1.45083,1.34279
1.26595,1.4144
1.47328,1.34838
1.40514,1.36871
1.47296,1.34379
1.43979,1.46776
1.37758,1.49802
1.79886,1.48453
1.61199,1.4018
1.82357,1.41831
1.62012,1.52763
1.69634,1.52098
1.84715,1.49797
1.53483,1.27073
1.73594,1.41105
1.75156,1.38903
1.56823,1.53521
1.79417,1.47557
1.54417,1.50245
1.69335,1.48056
1.731,1.52248
1.80674,1.50683
1.82983,1.43428
1.67414,1.45894
1.82081,1.47424
1.52639,1.50062
1.67475,1.46577
1.52534,1.53352
1.83825,1.59428
1.67606,1.47993
1.82672,1.53328
1.82002,1.40963
0.720694,1.78533
1.00617,2.02201
0.549415,1.6195
0.998967,1.97917
0.905993,1.92093
1.09643,1.88696
0.989985,1.90106
1.0865,1.95955
1.01991,1.87206
1.11519,1.93929
1.12155,1.90744
1.51422,2.01811
1.11273,1.93815
1.40871,2.00754
1.50687,2.00151
1.41488,2.00311
0.992034,1.94668
1.49091,2.04172
1.47948,1.94886
1.19414,2.09569
1.40237,2.06807
1.28617,1.96777
1.48209,1.94973
1.10364,1.87171
1.39727,2.04356
1.16508,1.68456
1.43068,1.85725
1.20733,2.0063
1.50642,1.9798
1.29649,1.98532
1.49352,1.9546
1.17392,1.63279
1.25533,1.62326
0.811367,1.55736
1.21644,1.6819
1.08379,1.61044
1.33141,1.69071
0.847737,1.77399
1.28224,1.69713
0.909772,1.51774
1.30917,1.67678
0.771462,1.58436
1.18794,1.74666
0.804526,1.80382
1.15989,1.74666
0.983759,1.78008
1.3362,1.74147
1.08283,1.87217
1.44822,1.77803
0.718789,1.76841
1.16355,1.78629
1.30017,1.69865
1.47309,1.75955
0.921907,1.76305
1.18468,1.73901
1.42104,1.72749
0.998332,1.65
1.17003,1.7842
0.93105,1.76891
1.19673,1.77222
1.14224,1.49937
1.29602,1.57619
1.1359,1.70449
1.3084,1.74518
0.952026,1.75733
1.29565,1.67557
1.29734,1.63383
0.76256,1.57567
1.1808,1.76997
1.22183,1.78386
1.39926,1.7639
1.13935,1.74013
1.31409,1.75407
1.07243,1.8168
1.25331,1.80012
1.1242,1.99146
1.32774,2.07923
1.22422,2.00919
1.21066,1.97928
1.03314,1.92257
1.41014,1.84393
1.12959,1.93534
1.0275,1.68258
1.29013,1.81929
1.31986,2.05909
1.2897,1.80115
1.37962,1.79553
1.24648,1.72684
1.42252,1.79382
1.29873,2.08778
1.07524,1.8043
1.25858,1.86235
1.17889,1.87797
0.716333,1.71896
1.1677,1.89108
1.1686,1.79434
1.36137,1.84629
1.3869,1.90404
1.10682,1.91393
1.29862,1.92137
0.835501,1.70529
1.18744,1.81317
1.38376,1.86171
1.11447,1.91023
1.21484,2.02701
1.03196,1.72163
1.29571,1.7944
0.942391,1.75166
1.12376,1.87594
1.3808,1.79277
1.03001,1.8302
1.12297,1.88843
1.21219,1.81262
1.39355,1.81395
1.4613,2.06402
1.6681,2.07137
1.72266,1.87309
1.81737,1.91518
1.16502,1.88678
1.63182,1.84302
1.56407,2.04628
1.26102,1.95329
1.5533,1.94224
1.55409,1.99957
1.65405,1.9985
1.6075,1.86883
1.5635,1.76171
1.74623,1.89322
1.38113,1.85368
1.57078,1.9392
1.60518,2.01091
1.67753,1.97596
1.77565,1.94874
1.48566,1.86151
1.57861,1.85618
1.57024,1.85697
1.66323,1.86258
1.58694,1.99268
1.69215,1.96848
1.7342,1.40593
1.95741,1.57068
1.66459,1.46
1.89372,1.5953
1.76707,1.73878
1.94193,1.758
1.82143,1.67525
2.08106,1.7862
1.98872,1.66983
1.53496,1.63681
1.79013,1.76553
1.84108,1.82153
1.93152,1.79587
1.93318,1.86267
1.90733,1.67312
2.07886,1.7575
1.69679,1.59903
1.86276,1.72074
1.94077,1.65337
1.85518,1.56803
1.93354,1.56629
1.69193,1.83489
1.7566,1.76317
1.74898,1.6097
1.91463,1.70332
1.83039,1.64643
1.999,1.72583
1.9166,1.64924
1.6285,1.7452
1.80263,1.73662
2.02402,1.70308
2.11058,1.75923
1.92843,1.74361
2.01666,1.78553
1.39367,1.50703
1.79714,1.7209
1.86403,1.69664
1.7533,1.76475
1.92828,1.73408
1.88034,1.60412
1.95984,1.57579
1.91291,1.56435
1.75705,1.6392
1.8391,1.64249
2.3012,1.17713
2.46953,1.06529
2.13039,1.23398
2.4336,1.1884
2.18359,1.17472
2.35283,1.08011
2.23548,1.0829
2.34331,1.07329
2.37426,1.20272
2.11888,1.19642
2.23531,1.13145
2.05526,1.08794
2.16478,1.1022
2.11617,0.946953
2.31803,1.0719
2.30759,1.10059
